filename,timestamp,file_size_bytes
pageviews-20250119-040000.gz,19-Jan-2025 04:49,41817311
pageviews-20250119-050000.gz,19-Jan-2025 06:00,41740652
pageviews-20250119-060000.gz,19-Jan-2025 06:50,42731405
pageviews-20250119-070000.gz,19-Jan-2025 08:00,45626097
pageviews-20250119-080000.gz,19-Jan-2025 09:00,49241360
pageviews-20250119-090000.gz,19-Jan-2025 10:00,53773039
pageviews-20250119-100000.gz,19-Jan-2025 11:00,56753176
pageviews-20250119-110000.gz,19-Jan-2025 12:00,59422518
pageviews-20250119-120000.gz,19-Jan-2025 13:00,61791219
pageviews-20250119-130000.gz,19-Jan-2025 14:01,64125243
pageviews-20250119-140000.gz,19-Jan-2025 15:10,68095292
pageviews-20250119-150000.gz,19-Jan-2025 16:01,68241053
pageviews-20250119-160000.gz,19-Jan-2025 17:01,69625359
pageviews-20250119-170000.gz,19-Jan-2025 18:00,69266770
pageviews-20250119-180000.gz,19-Jan-2025 19:01,68736681
pageviews-20250119-190000.gz,19-Jan-2025 20:11,66810733
pageviews-20250119-200000.gz,19-Jan-2025 21:01,66177762
pageviews-20250119-210000.gz,19-Jan-2025 22:02,65787337
pageviews-20250119-220000.gz,19-Jan-2025 23:02,63360963
pageviews-20250119-230000.gz,20-Jan-2025 00:01,57357009
pageviews-20250120-000000.gz,20-Jan-2025 01:00,50686810
pageviews-20250120-010000.gz,20-Jan-2025 02:00,46669217
pageviews-20250120-020000.gz,20-Jan-2025 03:01,44441893
pageviews-20250120-030000.gz,20-Jan-2025 04:00,43489209
pageviews-20250120-040000.gz,20-Jan-2025 05:00,44045676
pageviews-20250120-050000.gz,20-Jan-2025 06:00,44056020
pageviews-20250120-060000.gz,20-Jan-2025 07:00,45558190
pageviews-20250120-070000.gz,20-Jan-2025 08:00,49416473
pageviews-20250120-080000.gz,20-Jan-2025 09:00,53164500
pageviews-20250120-090000.gz,20-Jan-2025 10:00,56578286
pageviews-20250120-100000.gz,20-Jan-2025 11:00,58633422
pageviews-20250120-110000.gz,20-Jan-2025 12:00,60602361
pageviews-20250120-120000.gz,20-Jan-2025 13:00,62335423
pageviews-20250120-130000.gz,20-Jan-2025 14:00,64732057
pageviews-20250120-140000.gz,20-Jan-2025 15:00,67487353
pageviews-20250120-150000.gz,20-Jan-2025 16:00,69839902
pageviews-20250120-160000.gz,20-Jan-2025 17:01,76232911
pageviews-20250120-170000.gz,20-Jan-2025 18:01,76265093
pageviews-20250120-180000.gz,20-Jan-2025 19:01,73942898
pageviews-20250120-190000.gz,20-Jan-2025 20:00,73799187
pageviews-20250120-200000.gz,20-Jan-2025 21:01,72714003
pageviews-20250120-210000.gz,20-Jan-2025 22:00,72095247
pageviews-20250120-220000.gz,20-Jan-2025 23:00,69262025
pageviews-20250120-230000.gz,21-Jan-2025 00:00,63527883
pageviews-20250121-000000.gz,21-Jan-2025 01:00,56763037
pageviews-20250121-010000.gz,21-Jan-2025 02:00,53075661
pageviews-20250121-020000.gz,21-Jan-2025 03:01,52325378
pageviews-20250121-030000.gz,21-Jan-2025 04:00,51982448
pageviews-20250121-040000.gz,21-Jan-2025 05:00,51588607
pageviews-20250121-050000.gz,21-Jan-2025 05:59,51713521
pageviews-20250121-060000.gz,21-Jan-2025 07:00,53962116
pageviews-20250121-070000.gz,21-Jan-2025 07:59,58264551
pageviews-20250121-080000.gz,21-Jan-2025 08:59,63070353
pageviews-20250121-090000.gz,21-Jan-2025 10:00,65486799
pageviews-20250121-100000.gz,21-Jan-2025 17:28,67141973
pageviews-20250121-110000.gz,21-Jan-2025 19:56,69366914
pageviews-20250121-120000.gz,21-Jan-2025 20:48,72706372
pageviews-20250121-130000.gz,21-Jan-2025 20:55,73663951
pageviews-20250121-140000.gz,21-Jan-2025 21:26,75830813
pageviews-20250121-150000.gz,21-Jan-2025 21:36,76348721
pageviews-20250121-160000.gz,21-Jan-2025 21:43,75418659
pageviews-20250121-170000.gz,21-Jan-2025 22:30,76775468
pageviews-20250121-180000.gz,21-Jan-2025 22:39,75421026
pageviews-20250121-190000.gz,21-Jan-2025 22:43,75416085
pageviews-20250121-200000.gz,21-Jan-2025 22:52,74417448
pageviews-20250121-210000.gz,21-Jan-2025 23:11,73710294
pageviews-20250121-220000.gz,21-Jan-2025 23:04,70422824
pageviews-20250121-230000.gz,22-Jan-2025 00:01,65389943
pageviews-20250122-000000.gz,22-Jan-2025 01:00,59003973
pageviews-20250122-010000.gz,22-Jan-2025 02:00,54881970
pageviews-20250122-020000.gz,22-Jan-2025 03:01,53458044
pageviews-20250122-030000.gz,22-Jan-2025 04:00,52825611
pageviews-20250122-040000.gz,22-Jan-2025 05:00,53908624
pageviews-20250122-050000.gz,22-Jan-2025 06:01,54936542
pageviews-20250122-060000.gz,22-Jan-2025 07:00,57150936
pageviews-20250122-070000.gz,22-Jan-2025 08:01,60884949
pageviews-20250122-080000.gz,22-Jan-2025 09:01,59557680
pageviews-20250122-090000.gz,22-Jan-2025 10:00,59521086
pageviews-20250122-100000.gz,22-Jan-2025 11:00,61564577
pageviews-20250122-110000.gz,22-Jan-2025 12:11,65886218
pageviews-20250122-120000.gz,22-Jan-2025 13:01,71864791
pageviews-20250122-130000.gz,22-Jan-2025 14:00,73994360
pageviews-20250122-140000.gz,22-Jan-2025 15:01,76947265
pageviews-20250122-150000.gz,22-Jan-2025 16:01,77299438
pageviews-20250122-160000.gz,22-Jan-2025 17:01,76938807
pageviews-20250122-170000.gz,22-Jan-2025 18:02,76709265
pageviews-20250122-180000.gz,22-Jan-2025 19:12,75068019
pageviews-20250122-190000.gz,22-Jan-2025 20:14,74234350
pageviews-20250122-200000.gz,22-Jan-2025 21:12,74437727
pageviews-20250122-210000.gz,22-Jan-2025 22:13,73035040
pageviews-20250122-220000.gz,22-Jan-2025 23:01,70109752
pageviews-20250122-230000.gz,23-Jan-2025 00:00,65140494
pageviews-20250123-000000.gz,23-Jan-2025 01:01,59095477
pageviews-20250123-010000.gz,23-Jan-2025 02:01,55332800
pageviews-20250123-020000.gz,23-Jan-2025 03:00,53406147
pageviews-20250123-030000.gz,23-Jan-2025 04:00,52871971
pageviews-20250123-040000.gz,23-Jan-2025 05:00,52350387
pageviews-20250123-050000.gz,23-Jan-2025 06:00,53191459
pageviews-20250123-060000.gz,23-Jan-2025 07:00,55420211
pageviews-20250123-070000.gz,23-Jan-2025 07:59,59831252
pageviews-20250123-080000.gz,23-Jan-2025 09:00,64742769
pageviews-20250123-090000.gz,23-Jan-2025 10:00,67410668
pageviews-20250123-100000.gz,23-Jan-2025 11:00,69230872
pageviews-20250123-110000.gz,23-Jan-2025 12:00,70165676
pageviews-20250123-120000.gz,23-Jan-2025 13:00,71492185
pageviews-20250123-130000.gz,23-Jan-2025 14:01,73951567
pageviews-20250123-140000.gz,23-Jan-2025 15:01,76335450
pageviews-20250123-150000.gz,23-Jan-2025 16:08,77554794
pageviews-20250123-160000.gz,23-Jan-2025 17:02,76320178
pageviews-20250123-170000.gz,23-Jan-2025 18:01,76371813
pageviews-20250123-180000.gz,23-Jan-2025 19:01,74923782
pageviews-20250123-190000.gz,23-Jan-2025 20:01,74132230
pageviews-20250123-200000.gz,23-Jan-2025 21:01,73863471
pageviews-20250123-210000.gz,23-Jan-2025 22:01,73238224
pageviews-20250123-220000.gz,23-Jan-2025 23:01,70058379
pageviews-20250123-230000.gz,24-Jan-2025 00:01,64974235
pageviews-20250124-000000.gz,24-Jan-2025 01:01,58907789
pageviews-20250124-010000.gz,24-Jan-2025 02:00,54958068
pageviews-20250124-020000.gz,24-Jan-2025 03:00,53170767
pageviews-20250124-030000.gz,24-Jan-2025 03:59,52884626
pageviews-20250124-040000.gz,24-Jan-2025 05:00,52629288
pageviews-20250124-050000.gz,24-Jan-2025 05:59,53094874
pageviews-20250124-060000.gz,24-Jan-2025 07:00,54109007
pageviews-20250124-070000.gz,24-Jan-2025 08:00,57620381
pageviews-20250124-080000.gz,24-Jan-2025 08:59,61596251
pageviews-20250124-090000.gz,24-Jan-2025 10:00,64020665
pageviews-20250124-100000.gz,24-Jan-2025 11:11,65843008
pageviews-20250124-110000.gz,24-Jan-2025 12:21,67768651
pageviews-20250124-120000.gz,24-Jan-2025 13:01,68984914
pageviews-20250124-130000.gz,24-Jan-2025 14:11,70895116
pageviews-20250124-140000.gz,24-Jan-2025 15:01,73068647
pageviews-20250124-150000.gz,24-Jan-2025 16:01,73607035
pageviews-20250124-160000.gz,24-Jan-2025 17:01,73363567
pageviews-20250124-170000.gz,24-Jan-2025 18:01,72914366
pageviews-20250124-180000.gz,24-Jan-2025 19:42,71609413
pageviews-20250124-190000.gz,24-Jan-2025 20:32,70403328
pageviews-20250124-200000.gz,24-Jan-2025 21:10,70025012
pageviews-20250124-210000.gz,24-Jan-2025 22:01,69463008
pageviews-20250124-220000.gz,24-Jan-2025 23:01,67244024
pageviews-20250124-230000.gz,25-Jan-2025 00:01,63757551
pageviews-20250125-000000.gz,25-Jan-2025 01:02,58179673
pageviews-20250125-010000.gz,25-Jan-2025 02:01,53291646
pageviews-20250125-020000.gz,25-Jan-2025 03:01,50323631
pageviews-20250125-030000.gz,25-Jan-2025 04:00,48998038
pageviews-20250125-040000.gz,25-Jan-2025 05:00,48680233
pageviews-20250125-050000.gz,25-Jan-2025 06:00,48635294
pageviews-20250125-060000.gz,25-Jan-2025 07:00,49532109
pageviews-20250125-070000.gz,25-Jan-2025 08:00,52396354
pageviews-20250125-080000.gz,25-Jan-2025 09:00,55877807
pageviews-20250125-090000.gz,25-Jan-2025 10:00,58856132
pageviews-20250125-100000.gz,25-Jan-2025 11:00,61551399
pageviews-20250125-110000.gz,25-Jan-2025 12:00,63826065
pageviews-20250125-120000.gz,25-Jan-2025 13:00,65668252
pageviews-20250125-130000.gz,25-Jan-2025 14:01,67326968
pageviews-20250125-140000.gz,25-Jan-2025 15:00,69604164
pageviews-20250125-150000.gz,25-Jan-2025 16:00,71156426
pageviews-20250125-160000.gz,25-Jan-2025 17:00,71797915
pageviews-20250125-170000.gz,25-Jan-2025 18:01,72372079
pageviews-20250125-180000.gz,25-Jan-2025 19:00,71912464
pageviews-20250125-190000.gz,25-Jan-2025 20:01,71025345
pageviews-20250125-200000.gz,25-Jan-2025 21:01,70883405
pageviews-20250125-210000.gz,25-Jan-2025 22:01,70309600
pageviews-20250125-220000.gz,25-Jan-2025 23:00,67532037
pageviews-20250125-230000.gz,26-Jan-2025 00:00,64977650
pageviews-20250126-000000.gz,26-Jan-2025 01:01,59816825
pageviews-20250126-010000.gz,26-Jan-2025 02:00,55688508
pageviews-20250126-020000.gz,26-Jan-2025 03:00,52197282
pageviews-20250126-030000.gz,26-Jan-2025 04:00,50551130
pageviews-20250126-040000.gz,26-Jan-2025 05:00,49947853
pageviews-20250126-050000.gz,26-Jan-2025 06:00,49612939
pageviews-20250126-060000.gz,26-Jan-2025 06:59,50772427
pageviews-20250126-070000.gz,26-Jan-2025 07:59,53061158
pageviews-20250126-080000.gz,26-Jan-2025 09:00,56736919
pageviews-20250126-090000.gz,26-Jan-2025 10:00,60962179
pageviews-20250126-100000.gz,26-Jan-2025 11:00,64123213
pageviews-20250126-110000.gz,26-Jan-2025 12:01,66762351
pageviews-20250126-120000.gz,26-Jan-2025 13:00,68133454
pageviews-20250126-130000.gz,26-Jan-2025 14:01,70397253
pageviews-20250126-140000.gz,26-Jan-2025 15:01,73204313
pageviews-20250126-150000.gz,26-Jan-2025 16:00,75104270
pageviews-20250126-160000.gz,26-Jan-2025 17:01,75712735
pageviews-20250126-170000.gz,26-Jan-2025 18:00,76072443
pageviews-20250126-180000.gz,26-Jan-2025 19:01,75863244
pageviews-20250126-190000.gz,26-Jan-2025 20:01,75062644
pageviews-20250126-200000.gz,26-Jan-2025 21:02,74274308
pageviews-20250126-210000.gz,26-Jan-2025 22:11,73148545
pageviews-20250126-220000.gz,26-Jan-2025 23:01,71013123
pageviews-20250126-230000.gz,27-Jan-2025 00:01,65813986
pageviews-20250127-000000.gz,27-Jan-2025 01:00,58985671
pageviews-20250127-010000.gz,27-Jan-2025 01:59,54823557
pageviews-20250127-020000.gz,27-Jan-2025 02:59,52646763
pageviews-20250127-030000.gz,27-Jan-2025 03:59,51114481
pageviews-20250127-040000.gz,27-Jan-2025 05:00,51049068
pageviews-20250127-050000.gz,27-Jan-2025 06:00,51641076
pageviews-20250127-060000.gz,27-Jan-2025 07:00,53805033
pageviews-20250127-070000.gz,27-Jan-2025 07:59,57358605
pageviews-20250127-080000.gz,27-Jan-2025 08:59,61131235
pageviews-20250127-090000.gz,27-Jan-2025 10:00,64333745
pageviews-20250127-100000.gz,27-Jan-2025 11:00,66394000
pageviews-20250127-110000.gz,27-Jan-2025 12:00,67949311
pageviews-20250127-120000.gz,27-Jan-2025 13:00,69209885
pageviews-20250127-130000.gz,27-Jan-2025 14:10,71475939
pageviews-20250127-140000.gz,27-Jan-2025 15:01,74205753
pageviews-20250127-150000.gz,27-Jan-2025 16:11,75512725
pageviews-20250127-160000.gz,27-Jan-2025 17:01,75335642
pageviews-20250127-170000.gz,27-Jan-2025 18:01,75280906
pageviews-20250127-180000.gz,27-Jan-2025 19:01,74732661
pageviews-20250127-190000.gz,27-Jan-2025 20:01,74060881
pageviews-20250127-200000.gz,27-Jan-2025 21:01,73764890
pageviews-20250127-210000.gz,27-Jan-2025 22:01,73174771
pageviews-20250127-220000.gz,27-Jan-2025 23:01,71353960
pageviews-20250127-230000.gz,28-Jan-2025 00:01,65904174
pageviews-20250128-000000.gz,28-Jan-2025 00:59,59062318
pageviews-20250128-010000.gz,28-Jan-2025 02:00,54664661
pageviews-20250128-020000.gz,28-Jan-2025 03:00,51658633
pageviews-20250128-030000.gz,28-Jan-2025 03:59,50587204
pageviews-20250128-040000.gz,28-Jan-2025 05:00,50244677
pageviews-20250128-050000.gz,28-Jan-2025 05:59,50730002
pageviews-20250128-060000.gz,28-Jan-2025 06:59,52686192
pageviews-20250128-070000.gz,28-Jan-2025 08:00,56331453
pageviews-20250128-080000.gz,28-Jan-2025 08:59,60735283
pageviews-20250128-090000.gz,28-Jan-2025 09:59,63761153
pageviews-20250128-100000.gz,28-Jan-2025 11:00,66070231
pageviews-20250128-110000.gz,28-Jan-2025 12:00,67713884
pageviews-20250128-120000.gz,28-Jan-2025 13:00,69323762
pageviews-20250128-130000.gz,28-Jan-2025 14:00,71828558
pageviews-20250128-140000.gz,28-Jan-2025 15:07,74425836
pageviews-20250128-150000.gz,28-Jan-2025 16:03,75601435
pageviews-20250128-160000.gz,28-Jan-2025 17:01,75479970
pageviews-20250128-170000.gz,28-Jan-2025 18:01,75109616
pageviews-20250128-180000.gz,28-Jan-2025 19:00,74757065
pageviews-20250128-190000.gz,28-Jan-2025 20:00,74246572
pageviews-20250128-200000.gz,28-Jan-2025 21:00,73833267
pageviews-20250128-210000.gz,28-Jan-2025 22:21,73137088
pageviews-20250128-220000.gz,28-Jan-2025 23:01,70550490
pageviews-20250128-230000.gz,29-Jan-2025 00:00,64876118
pageviews-20250129-000000.gz,29-Jan-2025 01:00,58072421
pageviews-20250129-010000.gz,29-Jan-2025 02:02,53685069
pageviews-20250129-020000.gz,29-Jan-2025 03:00,51877071
pageviews-20250129-030000.gz,29-Jan-2025 04:10,51102523
pageviews-20250129-040000.gz,29-Jan-2025 05:00,50973214
pageviews-20250129-050000.gz,29-Jan-2025 05:59,51235430
pageviews-20250129-060000.gz,29-Jan-2025 06:59,53323948
pageviews-20250129-070000.gz,29-Jan-2025 08:00,56738316
pageviews-20250129-080000.gz,29-Jan-2025 09:00,60917395
pageviews-20250129-090000.gz,29-Jan-2025 09:59,64013053
pageviews-20250129-100000.gz,29-Jan-2025 10:59,66185879
pageviews-20250129-110000.gz,29-Jan-2025 12:00,68022473
pageviews-20250129-120000.gz,29-Jan-2025 13:01,69108160
pageviews-20250129-130000.gz,29-Jan-2025 14:01,71583374
pageviews-20250129-140000.gz,29-Jan-2025 15:00,74158069
pageviews-20250129-150000.gz,29-Jan-2025 16:00,75253283
pageviews-20250129-160000.gz,29-Jan-2025 17:00,74855163
pageviews-20250129-170000.gz,29-Jan-2025 18:00,74227563
pageviews-20250129-180000.gz,29-Jan-2025 19:00,73078650
pageviews-20250129-190000.gz,29-Jan-2025 20:01,72216037
pageviews-20250129-200000.gz,29-Jan-2025 21:01,72115997
pageviews-20250129-210000.gz,29-Jan-2025 22:00,70440061
pageviews-20250129-220000.gz,29-Jan-2025 23:01,67648919
pageviews-20250129-230000.gz,30-Jan-2025 00:00,62993989
pageviews-20250130-000000.gz,30-Jan-2025 01:01,56660209
pageviews-20250130-010000.gz,30-Jan-2025 02:01,52944826
pageviews-20250130-020000.gz,30-Jan-2025 03:00,50778514
pageviews-20250130-030000.gz,30-Jan-2025 04:00,50286910
pageviews-20250130-040000.gz,30-Jan-2025 05:00,50006173
pageviews-20250130-050000.gz,30-Jan-2025 06:00,50626486
pageviews-20250130-060000.gz,30-Jan-2025 07:00,52647836
pageviews-20250130-070000.gz,30-Jan-2025 07:59,56622445
pageviews-20250130-080000.gz,30-Jan-2025 09:00,60506368
pageviews-20250130-090000.gz,30-Jan-2025 10:00,63335606
pageviews-20250130-100000.gz,30-Jan-2025 11:00,65424479
pageviews-20250130-110000.gz,30-Jan-2025 12:00,67059412
pageviews-20250130-120000.gz,30-Jan-2025 13:01,68547240
pageviews-20250130-130000.gz,30-Jan-2025 14:01,71112996
pageviews-20250130-140000.gz,30-Jan-2025 15:11,73332918
pageviews-20250130-150000.gz,30-Jan-2025 16:00,74852924
pageviews-20250130-160000.gz,30-Jan-2025 17:01,74427265
pageviews-20250130-170000.gz,30-Jan-2025 18:21,73467408
pageviews-20250130-180000.gz,30-Jan-2025 19:21,72220258
pageviews-20250130-190000.gz,30-Jan-2025 20:11,71348121
pageviews-20250130-200000.gz,30-Jan-2025 21:11,71191893
pageviews-20250130-210000.gz,30-Jan-2025 22:22,70472810
pageviews-20250130-220000.gz,30-Jan-2025 23:23,67774094
pageviews-20250130-230000.gz,31-Jan-2025 00:10,63178825
pageviews-20250131-000000.gz,31-Jan-2025 01:00,56845873
pageviews-20250131-010000.gz,31-Jan-2025 02:00,52747046
pageviews-20250131-020000.gz,31-Jan-2025 02:59,50874148
pageviews-20250131-030000.gz,31-Jan-2025 03:59,50032145
pageviews-20250131-040000.gz,31-Jan-2025 05:00,50066989
pageviews-20250131-050000.gz,31-Jan-2025 05:59,50537787
pageviews-20250131-060000.gz,31-Jan-2025 06:59,52512515
pageviews-20250131-070000.gz,31-Jan-2025 08:00,55963816
pageviews-20250131-080000.gz,31-Jan-2025 09:02,61211994
pageviews-20250131-090000.gz,31-Jan-2025 10:10,62907376
pageviews-20250131-100000.gz,31-Jan-2025 11:12,64661203
pageviews-20250131-110000.gz,31-Jan-2025 12:23,66067707
pageviews-20250131-120000.gz,31-Jan-2025 13:11,67141708
pageviews-20250131-130000.gz,31-Jan-2025 14:11,69329116
pageviews-20250131-140000.gz,31-Jan-2025 15:11,71061830
pageviews-20250131-150000.gz,31-Jan-2025 16:11,72378448
pageviews-20250131-160000.gz,31-Jan-2025 17:00,72298421
pageviews-20250131-170000.gz,31-Jan-2025 18:11,71557525
pageviews-20250131-180000.gz,31-Jan-2025 19:13,70554458
pageviews-20250131-190000.gz,31-Jan-2025 20:10,69693923
pageviews-20250131-200000.gz,31-Jan-2025 21:11,69330074
pageviews-20250131-210000.gz,31-Jan-2025 22:10,68627168
pageviews-20250131-220000.gz,31-Jan-2025 23:12,66533695
pageviews-20250131-230000.gz,01-Feb-2025 00:01,62305924
